Mun;CodIBGE;Tx_Roub2002;Tx_Roub2003;Tx_Roub2004;Tx_Roub2005;Tx_Roub2006;Tx_Roub2007;Tx_Roub2008;Tx_Roub2009;Tx_Roub2010;Tx_Roub2011;Tx_Roub2012;Tx_Roub2013;Tx_Roub2014;Tx_Roub2015;Tx_RoubVei2002;Tx_RoubVei2003;Tx_RoubVei2004;Tx_RoubVei2005;Tx_RoubVei2006;Tx_RoubVei2007;Tx_RoubVei2008;Tx_RoubVei2009;Tx_RoubVei2010;Tx_RoubVei2011;Tx_RoubVei2012;Tx_RoubVei2013;Tx_RoubVei2014;Tx_RoubVei2015;Tx_Latro2002;Tx_Latro2003;Tx_Latro2004;Tx_Latro2005;Tx_Latro2006;Tx_Latro2007;Tx_Latro2008;Tx_Latro2009;Tx_Latro2010;Tx_Latro2011;Tx_Latro2012;Tx_Latro2013;Tx_Latro2014;Tx_Latro2015;Tx_Furt2002;Tx_Furt2003;Tx_Furt2004;Tx_Furt2005;Tx_Furt2006;Tx_Furt2007;Tx_Furt2008;Tx_Furt2009;Tx_Furt2010;Tx_Furt2011;Tx_Furt2012;Tx_Furt2013;Tx_Furt2014;Tx_Furt2015;Tx_HomDol2002;Tx_HomDol2003;Tx_HomDol2004;Tx_HomDol2005;Tx_HomDol2006;Tx_HomDol2007;Tx_HomDol2008;Tx_HomDol2009;Tx_HomDol2010;Tx_HomDol2011;Tx_HomDol2012;Tx_HomDol2013;Tx_HomDol2014;Tx_HomDol2015;Tx_FurtVei2002;Tx_FurtVei2003;Tx_FurtVei2004;Tx_FurtVei2005;Tx_FurtVei2006;Tx_FurtVei2007;Tx_FurtVei2008;Tx_FurtVei2009;Tx_FurtVei2010;Tx_FurtVei2011;Tx_FurtVei2012;Tx_FurtVei2013;Tx_FurtVei2014;Tx_FurtVei2015;Tx_ExtoMS2002;Tx_ExtoMS2003;Tx_ExtoMS2004;Tx_ExtoMS2005;Tx_ExtoMS2006;Tx_ExtoMS2007;Tx_ExtoMS2008;Tx_ExtoMS2009;Tx_ExtoMS2010;Tx_ExtoMS2011;Tx_ExtoMS2012;Tx_ExtoMS2013;Tx_ExtoMS2014;Tx_ExtoMS2015;Tx_Exto2002;Tx_Exto2003;Tx_Exto2004;Tx_Exto2005;Tx_Exto2006;Tx_Exto2007;Tx_Exto2008;Tx_Exto2009;Tx_Exto2010;Tx_Exto2011;Tx_Exto2012;Tx_Exto2013;Tx_Exto2014;Tx_Exto2015;Tx_Este2002;Tx_Este2003;Tx_Este2004;Tx_Este2005;Tx_Este2006;Tx_Este2007;Tx_Este2008;Tx_Este2009;Tx_Este2010;Tx_Este2011;Tx_Este2012;Tx_Este2013;Tx_Este2014;Tx_Este2015;Tx_EntTra2002;Tx_EntTra2003;Tx_EntTra2004;Tx_EntTra2005;Tx_EntTra2006;Tx_EntTra2007;Tx_EntTra2008;Tx_EntTra2009;Tx_EntTra2010;Tx_EntTra2011;Tx_EntTra2012;Tx_EntTra2013;Tx_EntTra2014;Tx_EntTra2015;Tx_EntPosse2002;Tx_EntPosse2003;Tx_EntPosse2004;Tx_EntPosse2005;Tx_EntPosse2006;Tx_EntPosse2007;Tx_EntPosse2008;Tx_EntPosse2009;Tx_EntPosse2010;Tx_EntPosse2011;Tx_EntPosse2012;Tx_EntPosse2013;Tx_EntPosse2014;Tx_EntPosse2015;Tx_DelCorrup2002;Tx_DelCorrup2003;Tx_DelCorrup2004;Tx_DelCorrup2005;Tx_DelCorrup2006;Tx_DelCorrup2007;Tx_DelCorrup2008;Tx_DelCorrup2009;Tx_DelCorrup2010;Tx_DelCorrup2011;Tx_DelCorrup2012;Tx_DelCorrup2013;Tx_DelCorrup2014;Tx_DelCorrup2015;Tx_DelArmMun2002;Tx_DelArmMun2003;Tx_DelArmMun2004;Tx_DelArmMun2005;Tx_DelArmMun2006;Tx_DelArmMun2007;Tx_DelArmMun2008;Tx_DelArmMun2009;Tx_DelArmMun2010;Tx_DelArmMun2011;Tx_DelArmMun2012;Tx_DelArmMun2013;Tx_DelArmMun2014;Tx_DelArmMun2015
Tupanci do Sul;4322186;0;58,07200929;0;0;0;60,0240096;0;61,57635468;0;0;132,9787234;0;67,88866259;132,8021248;0;0;0;0;0;0;0;0;0;0;0;0;0;66,40106242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;635,838;580,72;1337,987;1053,248;1125,592;1140,456;1029,679;1354,68;1015,228;808,081;930,851;1206,434;407,332;1195,219;0;0;0;0;0;60,024;0;0;63,452;0;0;0;0;0;0;0;0;0;0;0;60,569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58,072;0;117,028;0;120,048;121,139;61,576;63,452;67,34;66,489;134,048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60,569;0;0;0;0;0;0;0;0;0;116,347;0;0;60,024;484,555;61,576;126,904;202,02;664,894;201,072;135,777;265,604
Tupanciretã;4322202;134,9025445;234,8715115;187,3172515;144,7767271;175,1628116;138,2879065;84,31703204;70,55607003;144,8511983;53,05978069;159,3131832;120,8810888;182,603661;226,8986075;0;9,210647509;4,56871345;4,524272723;4,491354143;0;4,437738528;0;0;4,421648391;0;4,477077364;8,907495658;8,897984606;0;4,605323754;0;0;0;0;0;0;0;0;0;4,477077364;0;0;1763,037;2279,635;2129,02;2298,331;1841,455;1445,332;1286,944;1296,468;1180,757;1330,916;1482,498;1132,701;1108,983;1414,78;9,304;13,816;13,706;9,049;4,491;8,922;13,313;30,868;13,168;4,422;4,425;4,477;17,815;8,898;23,259;36,843;31,981;27,146;26,948;17,844;66,566;8,82;17,558;30,952;26,552;8,954;31,176;84,531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,706;9,049;0;13,383;4,438;0;0;4,422;0;4,477;0;0;65,125;82,896;123,355;126,68;134,741;187,358;106,506;97,015;118,515;97,276;141,612;120,881;26,722;66,735;4,652;13,816;9,137;13,573;22,457;8,922;17,751;22,049;13,168;61,903;141,612;17,908;44,537;22,245;18,607;18,421;9,137;27,146;22,457;26,765;44,377;17,639;35,115;30,952;53,104;76,11;89,075;57,837;0;0;0;4,524;0;0;0;4,41;0;0;0;4,477;8,907;22,245;0;0;114,218;113,107;71,862;138,288;66,566;79,376;70,231;44,216;66,38;44,771;57,899;71,184
Tupandi;4322251;0;0;0;173,7116387;84,74576271;54,99037668;26,72367718;25,98077423;0;0;143,3691756;23,4962406;47,1475719;22,44165171;0;0;0;28,95193978;0;0;26,72367718;0;25,16356316;0;23,8948626;23,4962406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63,052;275,904;237,812;434,279;480,226;439,923;400,855;311,769;377,453;340,716;286,738;845,865;966,525;381,508;0;0;29,727;0;0;27,495;0;0;0;0;0;0;0;0;0;30,656;89,18;57,904;0;0;53,447;0;75,491;73,01;71,685;23,496;0;22,442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,526;61,312;59,453;144,76;28,249;27,495;106,895;0;25,164;24,337;47,79;46,992;47,148;67,325;0;0;0;0;0;0;0;0;0;0;23,895;0;0;0;0;0;0;0;28,249;0;0;0;25,164;0;71,685;117,481;117,869;44,883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29,727;0;0;0;26,724;25,981;0;0;47,79;0;0;0
Tuparendi;4322301;21,10372481;0;21,45232221;10,81782778;21,84359983;33,09431881;44,54342984;33,76857271;34,16467373;0;11,54334526;11,71234481;35,19061584;11,80916391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;833,597;808,081;493,403;573,345;611,621;805,295;501,114;889,239;592,188;666,437;554,081;655,891;797,654;755,786;0;0;10,726;0;0;0;0;0;0;11,49;0;23,425;11,73;0;31,656;42,531;10,726;10,818;0;11,031;0;22,512;11,388;11,49;23,087;11,712;0;11,809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,136;0;0;0;0;0;0;0;84,415;63,796;21,452;108,178;76,453;44,126;22,272;11,256;11,388;34,471;34,63;58,562;93,842;47,237;0;0;0;0;0;0;0;11,256;0;0;0;11,712;58,651;35,427;0;10,633;0;0;0;0;0;0;0;0;0;11,712;0;23,618;0;0;0;0;0;0;11,136;0;0;0;0;0;0;0;0;0;32,178;10,818;10,922;22,063;22,272;11,256;11,388;11,49;34,63;11,712;82,111;70,855
Turuçu;4322327;0;107,6716016;162,1183464;27,08559047;81,23476848;27,14440825;27,30748225;27,52546105;27,5862069;82,44023083;28,26455625;27,83189535;27,31494127;52,99417064;0;0;0;27,08559047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,31494127;0;214,362;699,865;729,533;731,311;704,035;841,477;1338,067;605,56;662,069;577,082;763,143;834,957;1174,542;1006,889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,02;0;0;0;27,307;55,051;27,586;54,96;0;27,832;54,63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,02;0;0;0;0;0;0;0;0;0;0;0;0;26,918;0;0;0;54,289;0;0;27,586;0;0;55,664;27,315;26,497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28,265;0;0;0;0;0;27,02;54,171;81,235;0;54,615;0;110,345;0;28,265;0;109,26;26,497
Ubiretama;4322343;0;0;0;78,80220646;0;0;41,25412541;0;0;0;0;43,61098997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,11;383,583;778,21;630,418;438,947;406,174;783,828;209,732;475,573;563,991;459,866;348,888;629,496;444,444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,358;0;0;39,904;0;41,254;0;0;43,384;41,806;0;44,964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,401;0;0;82,508;41,946;216,169;0;83,612;174,444;0;44,444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,946;0;0;0;43,611;0;0;0;0;0;39,401;39,904;0;41,254;83,893;0;43,384;0;43,611;89,928;0
União da Serra;4322350;54,11255411;0;56,46527386;0;0;121,4329083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;703,463;387,168;1072,84;689,655;1124,26;789,314;682,382;768,738;266,667;469,484;612,662;757,054;966,184;873,999;0;0;0;0;59,172;0;0;0;0;0;0;0;0;0;0;0;0;57,471;59,172;60,716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54,113;0;0;57,471;0;0;62,035;64,061;66,667;0;136,147;0;0;72,833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57,471;0;0;0;0;0;0;0;0;0;0;0;0;0;172,414;59,172;0;434,243;128,123;133,333;67,069;136,147;137,646;207,039;145,666
Unistalda;4322376;0;0;0;37,7786173;114,0684411;0;0;0;39,10833007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,523;713,213;1318,267;1095,58;1558,935;1412,753;804,906;963,02;1173,25;795,545;1027,668;814,332;908,34;947,282;0;0;37,665;0;0;0;0;38,521;39,108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,538;0;0;76,046;305,46;0;0;78,217;79,554;79,051;40,717;0;41,186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,779;0;0;0;0;0;0;0;0;0;123,558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150,659;188,893;0;0;0;154,083;0;0;39,526;162,866;41,288;82,372
Uruguaiana;4322400;978,3406046;890,2077151;970,2859508;875,3755705;654,4232752;591,8696207;563,1930063;453,7524486;390,4691767;388,2554644;368,8381983;412,9724685;492,9912556;574,8889151;40,92506081;57,6559401;54,41572078;37,4614873;50,39899202;108,4457886;59,60522998;29,07688541;8,438430145;9,994695123;10,05219408;5,444081506;9,360593462;11,79662616;0,772170959;1,537491736;0,766418603;3,058080596;3,054484365;1,527405473;1,52833923;0;0,767130013;1,537645404;1,546491398;1,555451859;0;1,572883489;2074,051;2192,463;2384,328;2291,267;1903,707;1767,972;1807,261;1470,678;1551,904;1396,951;1705,007;1547,675;1452,452;1347,961;16,988;19,219;16,861;12,997;11,454;13,747;13,755;7,652;8,438;5,382;13,918;13,999;13,261;13,37;169,105;218,324;133,357;139,907;150,433;123,72;143,664;48,972;85,151;79,189;92,016;75,439;75,665;99,092;0;0;0;0;0;0,764;0;0;0;0;0;0;0;0;6,177;3,075;5,365;10,703;9,927;7,637;3,821;5,356;6,137;5,382;2,32;3,111;2,34;3,146;84,939;105,318;72,81;106,268;126,761;117,61;106,22;98,708;200,988;144,539;148,463;137,657;117,787;120,326;13,899;11,531;14,562;12,232;10,691;22,911;30,567;63,51;88,22;56,124;56,447;68,44;84,245;145,492;50,963;45,356;62,846;37,461;46,581;58,805;59,605;40,555;46,028;63,043;92,016;115,103;137,289;80,217;0;2,306;1,533;0,765;3,054;3,055;2,293;1,53;2,301;3,844;3,866;0;2,34;3,932;3,089;9,225;126,459;108,562;102,325;114,555;73,36;68,866;50,631;57,662;44,848;55,219;87,366;44,827
Vacaria;4322509;192,7466396;317,6195252;417,0252201;430,7097704;326,1769145;295,6108219;318,9334864;289,6577923;270,4402516;240,0361613;209,5725337;199,4140295;235,1584665;245,1902104;6,763039986;5,015045135;11,58403389;16,37679735;0;6,426322216;4,784002296;28,49093039;4,716981132;4,676029116;3,081949025;10,73767851;6,068605586;12,03387536;5,07227999;1,671681712;1,654861985;0;1,622770719;0;1,594667432;0;0;1,558676372;0;1,533954073;1,517151397;0;1318,793;2450,685;2315,152;2679,244;2325,43;2152,818;2058,716;1997,531;2047,17;1580,498;1745,924;1602,982;1914,645;1803,577;27,052;11,702;16,549;6,551;17,85;17,672;15,947;15,828;26,73;20,263;18,492;16,873;10,62;19,555;50,723;108,659;105,911;160,493;60,043;38,558;59,003;72,81;83,333;51,436;67,803;99,707;81,926;106,801;0;0;0;0;0;0;0;0;1,572;0;0;0;0;0;5,072;3,343;1,655;4,913;4,868;11,246;1,595;1,583;4,717;6,235;4,623;0;4,551;1,504;96,373;138,75;109,221;158,855;165,523;139,773;119,6;113,964;95,912;185,482;137,147;119,648;174,472;148,919;5,072;26,747;18,203;29,478;63,288;38,558;55,813;72,81;80,189;112,225;146,393;119,648;141,095;94,767;71,012;83,584;39,717;65,507;136,313;77,116;106,843;69,644;78,616;87,286;106,327;102,775;127,441;166,97;1,691;1,672;1,655;0;0;3,213;3,189;1,583;0;0;0;1,534;4,551;0;0;1,672;132,389;135,927;118,462;98,001;102,059;94,97;99,057;102,873;126,36;101,241;107,718;133,877
Vale do Sol;4322533;74,01239708;0;36,47638154;63,42303162;243,1556196;116,4144354;98,00427655;88,77840909;97,43998583;44,33017111;80,81896552;78,80220646;87,89663356;43,3990105;0;0;9,119095386;18,12086618;27,01729107;26,86486971;8,909479686;0;0;26,59810267;8,979885057;8,755800718;0;17,3596042;9,251549635;0;0;0;0;0;0;0;0;0;0;0;0;0;675,363;855,251;647,456;561,747;873,559;904,451;882,038;914,418;885,818;753,613;646,552;726,731;1002,022;998,177;9,252;0;9,119;9,06;9,006;17,91;8,909;0;0;35,464;17,96;0;0;8,68;37,006;45,981;18,238;18,121;27,017;0;8,909;26,634;17,716;53,196;8,98;52,535;61,528;78,118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,006;0;0;0;17,716;0;0;0;0;8,68;27,755;36,785;18,238;90,604;45,029;62,685;0;35,511;17,716;62,062;62,859;70,046;52,738;8,68;9,252;0;18,238;0;0;0;0;0;0;0;8,98;17,512;8,79;17,36;9,252;0;0;0;0;0;0;0;8,858;26,598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,98;26,267;8,79;0;0;0;36,476;63,423;63,04;62,685;124,733;62,145;53,149;79,794;44,899;35,023;52,738;60,759
Vale Real;4322541;66,09385327;43,29941546;106,7235859;167,7500524;164,7785788;121,5312943;158,7931719;136,7721766;19,19017463;18,94298163;76,14696364;57,60368664;18,63585539;55,53498704;22,03128442;43,29941546;0;0;61,79196704;0;0;0;19,19017463;0;38,07348182;0;37,27171077;0;0;0;0;0;20,59732235;0;0;0;0;0;0;0;0;0;1299,846;1385,581;1216,649;1258,125;1338,826;1215,313;813,815;957,405;383,803;738,776;666,286;518,433;521,804;647,908;0;0;0;0;0;0;0;19,539;0;0;19,037;19,201;0;0;22,031;43,299;21,345;20,969;0;20,255;19,849;0;19,19;37,886;38,073;0;18,636;18,512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,031;0;0;0;41,195;0;0;0;0;0;0;0;0;18,512;242,344;281,446;128,068;188,719;247,168;141,787;79,397;136,772;172,712;75,772;114,22;134,409;55,908;111,07;0;0;0;20,969;0;0;0;19,539;134,331;56,829;0;19,201;37,272;74,047;0;21,65;21,345;41,938;0;20,255;19,849;19,539;95,951;37,886;19,037;172,811;186,359;37,023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106,724;62,906;20,597;81,021;39,698;19,539;38,38;18,943;114,22;19,201;37,272;37,023
Vale Verde;4322525;0;63,5122261;125,5492781;62,42197253;92,33610342;182,1493625;150,1501502;59,47071067;59,04930617;208,2713478;122,3990208;31,11387679;0;121,0287443;0;0;0;0;0;0;0;0;29,52465309;0;30,5997552;0;0;30,25718608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192,123;1047,952;941,62;1466,916;1108,033;2064,359;1141,141;1129,944;1417,183;1844,689;1499,388;1120,1;802,222;937,973;0;0;62,775;0;0;30,358;0;0;0;29,753;0;0;30,855;0;0;0;62,775;0;0;0;0;29,735;29,525;29,753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,756;31,387;218,477;92,336;60,716;60,06;29,735;29,525;0;61,2;0;0;0;0;31,756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29,735;0;59,506;0;31,114;0;0;0;0;0;31,211;0;0;0;0;0;0;0;0;0;0;0;0;156,937;93,633;30,779;30,358;30,03;59,471;0;119,012;61,2;31,114;30,855;90,772
Vanini;4322558;0;0;0;50,22601708;0;0;148,9572989;0;0;0;0;47,70992366;96,38554217;0;0;0;0;0;0;0;0;0;0;47,5737393;47,01457452;47,70992366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;467,532;874,486;712,468;703,164;1006,036;698,603;446,872;446,872;447,761;570,885;705,219;763,359;626,506;933,202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51,44;0;0;0;99,8;148,957;49,652;0;47,574;0;47,71;0;98,232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51,948;51,44;0;0;0;49,9;297,915;49,652;99,502;0;0;47,71;0;147,348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50,891;50,226;150,905;0;0;99,305;0;0;47,015;47,71;48,193;49,116
Venâncio Aires;4322608;174,2712294;208,5718318;147,4125223;170,5960102;228,4774264;185,7192469;187,3164299;148,818382;150,7047664;138,2779976;109,2545923;122,3811883;136,8108517;217,2275966;33,26996198;23,52313893;20,17223989;21,5166139;31,9868397;21,13877606;22,47797159;23,81094113;47,27992672;32,36293561;18,93746267;16,02610799;33,47499563;46,34188727;0;3,136418524;0;0;0;3,019825152;0;0;1,47749771;1,471042528;1,456727898;4,370756724;1,455434593;0;1346,641;1781,486;1846,536;1784,342;1919,21;2012,713;1684,349;1608,727;1493,75;1020,904;1095,459;986,334;1065,378;1135,376;7,921;7,841;6,207;7,685;6,093;4,53;13,487;13,394;14,775;11,768;4,37;14,569;8,733;20,275;183,777;131,73;130,344;99,899;95,961;80,025;56,944;52,086;127,065;51,486;72,836;67,018;72,772;92,684;0;0;0;0;0;0;0;0;0;0;0;0;2,911;0;3,169;1,568;6,207;3,074;3,046;3,02;2,997;0;2,955;0;4,37;4,371;0;1,448;85,551;127,025;103,965;236,683;164,504;150,991;65,935;75,897;112,29;130,923;83,033;84,501;64,039;69,513;9,506;14,114;15,517;12,295;10,662;13,589;13,487;25,299;19,207;33,834;29,135;20,397;68,405;102,821;22,18;56,456;26,379;26,127;30,464;18,119;25,475;49,11;48,757;36,776;94,687;100,527;181,929;159,3;0;0;0;1,537;0;0;0;0;0;0;1,457;1,457;0;0;0;4,705;58,965;30,738;33,51;40,768;35,965;17,858;22,162;45,602;49,529;45,164;40,752;59,376
Vera Cruz;4322707;86,14435981;76,08987557;110,3509159;134,9116546;184,6365237;127,1132579;146,4925498;136,5667936;85,8509464;138,3125864;95,91942768;91,51315004;134,0007094;233,5153962;13,60174102;4,475875034;35,31229309;4,351988859;47,23259908;16,94843439;4,185501423;16,55355074;28,61698213;12,20405175;11,98992846;7,957665221;0;7,915776142;0;0;0;0;4,293872644;0;0;0;0;0;3,99664282;0;0;0;1079,071;1204,01;1218,274;1035,773;1331,101;1139,782;1372,844;1295,315;1156,944;1155,317;735,382;1086,221;1150,83;1492,124;18,136;0;8,828;4,352;0;8,474;0;0;8,176;4,068;15,987;0;3,941;3,958;54,407;98,469;101,523;47,872;64,408;29,66;104,638;124,152;36,793;85,428;47,96;71,619;157,648;229,558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,068;0;8,828;0;0;0;0;4,138;0;4,068;3,997;0;3,941;0;68,009;89,518;88,281;217,599;55,82;76,268;71,154;70,353;85,851;85,428;71,94;55,704;51,236;43,537;0;0;4,414;0;8,588;8,474;8,371;12,415;4,088;24,408;3,997;27,852;11,824;7,916;22,67;8,952;13,242;0;8,588;16,948;33,484;12,415;53,146;48,816;27,976;43,767;47,294;35,621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,952;101,523;52,224;51,526;55,082;54,412;49,661;44,97;32,544;43,963;31,831;51,236;31,663
Veranópolis;4322806;83,57504547;91,74311927;118,3600038;125,6632226;50,26273703;94,47118629;92,99853859;131,0329766;68,91798759;116,5149096;135,335166;80,26360257;126,9465132;129,0322581;29,49707487;19,3143409;9,468800303;9,308386857;4,56933973;4,498627918;22,14250919;13,10329766;17,2294969;17,26146809;8,458447875;8,44880027;25,38930264;16,64932362;0;0;0;4,654193428;0;0;0;0;0;0;0;0;0;0;1406,027;1598,262;2102,074;1801,173;1649,532;1475,55;1797,972;2017,908;1374,052;910,542;1450,624;1394,052;1417,569;1469,303;0;0;4,734;13,963;9,139;0;8,857;0;0;17,261;0;0;8,463;12,487;68,827;43,457;61,547;79,121;146,219;62,981;31;104,826;47,381;116,515;126,877;130,956;126,947;199,792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,657;18,938;4,654;0;4,499;13,286;0;0;0;4,229;0;0;4,162;211,396;275,229;184,642;162,897;127,942;202,438;146,141;200,917;172,295;99,253;105,731;139,405;97,326;104,058;39,329;43,457;66,282;27,925;59,401;76,477;66,428;56,781;25,844;38,838;21,146;38,02;21,158;74,922;34,413;28,972;14,203;32,579;18,277;40,488;48,714;43,678;51,688;30,208;63,438;67,59;55,01;54,11;0;0;0;0;0;0;0;0;0;0;0;4,224;0;0;4,916;4,829;42,61;79,121;36,555;44,986;39,857;34,942;25,844;69,046;59,209;38,02;84,631;58,273
Vespasiano Correa;4322855;0;0;0;0;0;191,2045889;0;98,28009828;0;0;101,8329939;52,65929437;52,11047421;0;0;0;0;0;47,41583689;0;0;0;0;0;0;0;52,11047421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;273,723;920,387;744,532;655,124;948,317;764,818;773,32;687,961;702,811;740,741;814,664;631,912;625,326;423,28;0;0;0;0;47,416;0;0;0;0;0;50,916;0;0;0;0;0;0;0;47,416;47,801;0;49,14;0;98,765;0;0;104,221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48,333;0;0;0;0;0;0;0;0;46,019;46,533;140,384;94,832;47,801;48,333;0;50,201;0;50,916;52,659;0;158,73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46,533;0;0;0;0;0;0;0;0;0;0;0;0;0;46,533;0;0;47,801;48,333;0;50,201;0;50,916;52,659;0;52,91
Viadutos;4322905;0;0;0;0;0;17,56234633;35,61887801;0;73,28691829;0;0;18,53911754;56,31687629;19,13143294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;879,814;737,636;728,443;633,128;535,683;632,244;391,808;597,393;476,365;462,107;528,908;778,643;825,981;1052,229;0;0;0;17,112;0;0;17,809;0;18,322;0;0;0;56,317;0;83,001;16,764;16,941;0;17,28;17,562;17,809;0;0;0;36,476;0;56,317;19,131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66,401;50,293;0;51,335;69,12;87,812;17,809;72,411;0;92,421;54,715;92,696;37,545;19,131;0;0;0;0;0;0;0;18,103;0;0;0;0;18,772;19,131;0;0;0;0;17,28;0;0;0;18,322;36,969;54,715;111,235;37,545;19,131;16,6;0;0;0;17,28;0;0;0;0;0;0;0;0;0;0;0;67,762;17,112;86,401;140,499;89,047;54,308;91,609;36,969;36,476;18,539;112,634;38,263
Viamão;4323002;528,8266125;696,6351209;867,9343667;743,3517572;657,4259723;762,6428413;895,1991828;887,8406028;622,9750285;579,5561566;632,2986506;694,1424747;783,5393296;1128,088246;29,521874;37,31216716;47,51772453;67,57743247;69,59518799;106,9509918;143,4116445;147,3644896;114,1851898;90,55564947;127,7452166;128,4562511;151,8702243;227,5236061;3,422825971;1,272005699;1,26153251;1,251433935;2,071285357;2,46809981;2,042900919;0,811925563;0;0,804939106;0,401714518;3,191459654;1,982640004;0,397074356;1436,303;1634,951;1652,187;1573,052;1649,986;1631,414;1472,114;1206,521;1296,789;1128,122;1044,458;1079,511;1095,21;910,094;13,263;16,536;12,615;20,44;19,884;24,27;41,267;34,507;26,63;25,758;41,377;37,101;36,877;42,09;78,725;83,528;85,784;89,686;95,693;76,1;94,382;86,47;133,956;120,338;138,592;144,414;199,85;237,053;0;0;0;0;0,414;0;0;0;0;0,402;0;0;0;0,397;2,139;2,12;2,103;2,92;6,628;6,582;4,086;3,654;6,052;6,44;6,026;5,186;5,155;3,574;48,775;61,056;74,01;90,52;99,836;135,745;101,328;92,965;112,168;117,924;126,942;97,738;118,165;96,886;7,274;16,96;18,923;20,023;23,613;20,979;40,449;49,121;65,767;80,091;56,642;108,51;149,888;129,049;107,819;103,88;80,738;58,817;53,025;26,326;30,644;25,17;120,641;183,526;217,729;268,88;176,851;73,856;0,428;0,424;0;0,417;0,829;0,823;0;0;0;0;4,017;1,197;2,776;2,382;4,706;2,544;63,497;62,572;54,682;55,532;57,201;60,082;51,646;45,882;75,522;74,201;79,702;60,752
