Mun;CodIBGE;Tx_Roub2002;Tx_Roub2003;Tx_Roub2004;Tx_Roub2005;Tx_Roub2006;Tx_Roub2007;Tx_Roub2008;Tx_Roub2009;Tx_Roub2010;Tx_Roub2011;Tx_Roub2012;Tx_Roub2013;Tx_Roub2014;Tx_Roub2015;Tx_RoubVei2002;Tx_RoubVei2003;Tx_RoubVei2004;Tx_RoubVei2005;Tx_RoubVei2006;Tx_RoubVei2007;Tx_RoubVei2008;Tx_RoubVei2009;Tx_RoubVei2010;Tx_RoubVei2011;Tx_RoubVei2012;Tx_RoubVei2013;Tx_RoubVei2014;Tx_RoubVei2015;Tx_Latro2002;Tx_Latro2003;Tx_Latro2004;Tx_Latro2005;Tx_Latro2006;Tx_Latro2007;Tx_Latro2008;Tx_Latro2009;Tx_Latro2010;Tx_Latro2011;Tx_Latro2012;Tx_Latro2013;Tx_Latro2014;Tx_Latro2015;Tx_Furt2002;Tx_Furt2003;Tx_Furt2004;Tx_Furt2005;Tx_Furt2006;Tx_Furt2007;Tx_Furt2008;Tx_Furt2009;Tx_Furt2010;Tx_Furt2011;Tx_Furt2012;Tx_Furt2013;Tx_Furt2014;Tx_Furt2015;Tx_HomDol2002;Tx_HomDol2003;Tx_HomDol2004;Tx_HomDol2005;Tx_HomDol2006;Tx_HomDol2007;Tx_HomDol2008;Tx_HomDol2009;Tx_HomDol2010;Tx_HomDol2011;Tx_HomDol2012;Tx_HomDol2013;Tx_HomDol2014;Tx_HomDol2015;Tx_FurtVei2002;Tx_FurtVei2003;Tx_FurtVei2004;Tx_FurtVei2005;Tx_FurtVei2006;Tx_FurtVei2007;Tx_FurtVei2008;Tx_FurtVei2009;Tx_FurtVei2010;Tx_FurtVei2011;Tx_FurtVei2012;Tx_FurtVei2013;Tx_FurtVei2014;Tx_FurtVei2015;Tx_ExtoMS2002;Tx_ExtoMS2003;Tx_ExtoMS2004;Tx_ExtoMS2005;Tx_ExtoMS2006;Tx_ExtoMS2007;Tx_ExtoMS2008;Tx_ExtoMS2009;Tx_ExtoMS2010;Tx_ExtoMS2011;Tx_ExtoMS2012;Tx_ExtoMS2013;Tx_ExtoMS2014;Tx_ExtoMS2015;Tx_Exto2002;Tx_Exto2003;Tx_Exto2004;Tx_Exto2005;Tx_Exto2006;Tx_Exto2007;Tx_Exto2008;Tx_Exto2009;Tx_Exto2010;Tx_Exto2011;Tx_Exto2012;Tx_Exto2013;Tx_Exto2014;Tx_Exto2015;Tx_Este2002;Tx_Este2003;Tx_Este2004;Tx_Este2005;Tx_Este2006;Tx_Este2007;Tx_Este2008;Tx_Este2009;Tx_Este2010;Tx_Este2011;Tx_Este2012;Tx_Este2013;Tx_Este2014;Tx_Este2015;Tx_EntTra2002;Tx_EntTra2003;Tx_EntTra2004;Tx_EntTra2005;Tx_EntTra2006;Tx_EntTra2007;Tx_EntTra2008;Tx_EntTra2009;Tx_EntTra2010;Tx_EntTra2011;Tx_EntTra2012;Tx_EntTra2013;Tx_EntTra2014;Tx_EntTra2015;Tx_EntPosse2002;Tx_EntPosse2003;Tx_EntPosse2004;Tx_EntPosse2005;Tx_EntPosse2006;Tx_EntPosse2007;Tx_EntPosse2008;Tx_EntPosse2009;Tx_EntPosse2010;Tx_EntPosse2011;Tx_EntPosse2012;Tx_EntPosse2013;Tx_EntPosse2014;Tx_EntPosse2015;Tx_DelCorrup2002;Tx_DelCorrup2003;Tx_DelCorrup2004;Tx_DelCorrup2005;Tx_DelCorrup2006;Tx_DelCorrup2007;Tx_DelCorrup2008;Tx_DelCorrup2009;Tx_DelCorrup2010;Tx_DelCorrup2011;Tx_DelCorrup2012;Tx_DelCorrup2013;Tx_DelCorrup2014;Tx_DelCorrup2015;Tx_DelArmMun2002;Tx_DelArmMun2003;Tx_DelArmMun2004;Tx_DelArmMun2005;Tx_DelArmMun2006;Tx_DelArmMun2007;Tx_DelArmMun2008;Tx_DelArmMun2009;Tx_DelArmMun2010;Tx_DelArmMun2011;Tx_DelArmMun2012;Tx_DelArmMun2013;Tx_DelArmMun2014;Tx_DelArmMun2015
Alto Feliz;4300570;139,2272885;174,0341107;173,3102253;69,27606512;0;0;34,49465333;34,44712367;0;0;0;35,34817957;72,04610951;66,71114076;0;0;0;34,63803256;34,49465333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243,648;417,682;554,593;381,018;517,42;413,793;172,473;275,577;378,657;271,463;313,152;176,741;360,231;400,267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34,638;0;0;0;0;0;0;0;0;72,046;33,356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69,614;0;0;69,276;68,989;0;68,989;0;34,423;33,933;69,589;70,696;36,023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33,356;0;0;0;0;34,495;0;0;0;34,423;0;0;141,393;36,023;66,711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34,495;34,447;0;33,933;0;106,045;72,046;66,711
Alvorada;4300604;1128,675292;1616,777051;1607,753413;1244,149746;1188,992233;1274,474511;1187,707353;1115,053218;1119,665468;863,3086558;728,512007;920,0003804;1080,072194;1445,450273;52,56987851;96,17484066;83,29262963;84,02976181;73,1765169;98,49803004;130,4246488;146,6398319;109,9148038;89,09074183;122,5355281;125,9948841;161,0633974;261,5576685;2,10279514;2,079456014;2,056608139;1,527813851;2,523328169;1,999960001;0,991822424;0,492079973;0,977020478;0,484188814;0,478654407;1,901809572;2,368579373;1,898785252;1849,934;2146,518;1976,4;1624,575;1493,81;1431,471;1507,074;1178,532;1184,149;1057,468;960,659;928,083;1062,071;1012,053;39,953;25,473;37,019;28,519;29,775;32,499;37,193;32,969;44,454;42,609;63,661;45,168;73,9;56,014;104,088;119,049;118,769;77,919;87,812;55,999;78,85;71,352;89,886;170,434;155,084;107,928;161,063;201,746;0,526;0;0;0;0;0;0,496;0;0;0;0;0;0,474;0,949;2,628;3,119;3,085;2,037;2,523;5;3,471;2,952;0,977;1,937;0,957;1,426;1,895;2,373;70,969;89,936;82,778;97,78;106,484;121,998;112,572;74,796;88,42;98,29;125,886;119,339;149,221;127,219;21,028;14,036;13,882;42,779;26,243;31,499;46,616;54,621;75,231;100,227;109,612;121,716;120,798;115,826;114,602;85,258;64,783;60,603;42,392;44,999;41,161;51,668;121,151;237,253;462,859;339,473;145,904;93,515;0;1,56;0;0,509;1,514;0;0,496;0,492;1,466;1,937;3,829;4,279;0,947;1,899;0;4,679;58,099;80,465;66,616;64,999;59,013;58,558;73,765;58,103;77,542;66,563;61,583;62,185
Amaral Ferrador;4300638;50,80440305;0;49,66887417;49,24491136;97,00889248;0;31,66059839;125,5492781;46,83109585;124,6882793;63,57279085;47,70992366;141,4204903;47,66444233;0;0;0;0;0;0;15,83029919;0;0;31,17206983;0;0;0;0;0;0;0;0;0;0;0;0;0;15,58603491;0;0;0;0;711,262;586,461;794,702;1198,293;1778,496;1070,117;791,515;910,232;921,012;841,646;445,01;572,519;612,822;714,967;0;16,756;0;0;16,168;15,972;0;0;15,61;15,586;15,893;31,807;0;0;16,935;33,512;16,556;114,905;113,177;31,944;15,83;78,468;78,052;77,93;31,786;0;0;31,776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,935;67,024;0;32,83;0;63,888;47,491;78,468;0;46,758;31,786;15,903;62,854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,972;0;0;0;0;0;0;0;0;0;0;16,556;131,32;97,009;79,859;63,321;62,775;31,221;93,516;79,466;47,71;109,994;31,776
Ametista do Sul;4300646;39,70354685;79,08264136;117,9245283;39,17983544;39,07776475;26,08582236;26,2295082;53,03632989;53,69848302;0;54,45881552;53,96654074;0;13,4643867;13,23451562;13,18044023;13,10272537;0;13,02592158;13,04291118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;979,354;988,533;1113,732;1031,736;1836,655;1382,549;1481,967;901,618;818,902;903,986;735,194;647,598;819,001;996,365;13,235;39,541;26,205;13,06;26,052;52,172;26,23;13,259;26,849;27,394;0;0;13,65;13,464;92,642;13,18;196,541;65,3;104,207;52,172;52,459;39,777;67,123;13,697;27,229;40,475;40,95;161,573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,65;0;39,704;26,361;39,308;78,36;52,104;0;26,23;39,777;40,274;41,09;54,459;26,983;40,95;40,393;13,235;0;0;0;26,052;13,043;0;0;0;27,394;0;0;0;13,464;39,704;26,361;13,103;0;0;0;0;0;0;0;13,615;0;68,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222,746;91,42;91,181;52,172;26,23;39,777;40,274;27,394;40,844;0;13,65;40,393
André da Rocha;4300661;0;0;86,20689655;0;84,17508418;0;82,44023083;328,1378179;0;0;0;160,3849238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;709,22;1050,788;344,828;1257,334;2020,202;2267,003;1731,245;2543,068;1638,002;2998,379;2588,997;1122,694;1340,034;1609,01;0;0;0;0;84,175;0;82,44;0;0;0;0;0;0;0;0;0;0;0;84,175;251,889;0;0;0;0;0;0;0;80,451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81,9;0;0;0;0;0;0;0;0;0;0;83,963;82,44;0;0;0;0;160,385;0;80,451;0;0;0;0;84,175;0;0;0;0;0;0;0;83,752;0;0;0;0;83,822;0;0;0;0;0;81,037;0;0;0;0;0;0;0;0;0;0;0;0;0;81,037;0;0;0;0;0;0;86,207;0;336,7;0;164,88;82,034;81,9;405,186;242,718;160,385;167,504;80,451
Anta Gorda;4300703;78,5299199;62,91286568;31,47128245;47,2887768;15,81777918;126,6423935;15,88310038;79,75753709;16,03849238;32,6690624;15,93879503;0;0;31,10419907;15,70598398;0;0;0;0;0;0;0;0;16,3345312;0;0;0;0;0;0;0;15,7629256;0;0;0;0;0;0;0;0;0;0;643,945;660,585;991,345;961,538;711,8;680,703;651,207;590,206;449,078;604,378;701,307;567,734;423,131;482,115;0;15,728;0;0;0;0;0;0;0;0;0;0;0;0;31,412;15,728;0;31,526;31,636;31,661;0;0;0;16,335;0;15,77;15,672;31,104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,818;0;0;0;0;0;0;0;0;0;15,706;31,456;15,736;94,578;47,453;94,982;95,299;47,855;16,038;130,676;31,878;63,082;15,672;31,104;0;0;0;15,763;15,818;0;15,883;0;16,038;49,004;0;0;0;15,552;0;0;0;0;0;47,491;31,766;0;0;32,669;0;0;31,343;0;15,706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,471;0;0;47,491;63,532;63,806;96,231;163,345;111,572;47,311;62,686;46,656
Antônio Prado;4300802;38,21461327;99,3579945;259,423165;53,3008452;53,34959226;114,530045;38,13591641;68,73377119;99,58633369;76,8816791;93,47250351;47,04406461;70,41151619;38,35238168;22,92876796;7,642922654;15,26018617;15,22881291;45,72822193;22,90600901;15,25436656;0;0;0;7,789375292;0;23,4705054;7,670476337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1620,3;1719,658;1358,157;1180,233;1051,749;587,921;1311,876;1764,167;1884,48;945,645;1191,774;1458,366;1032,702;912,787;0;0;0;0;0;0;0;0;0;7,688;0;0;0;0;91,715;38,215;22,89;15,229;60,971;22,906;30,509;38,185;15,321;7,688;38,947;70,566;46,941;69,034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,643;0;0;0;7,621;0;7,627;0;0;0;15,579;7,841;7,824;0;91,715;91,715;38,15;53,301;91,456;53,447;68,645;99,282;130,228;138,387;155,788;86,247;133;161,08;7,643;15,286;7,63;30,458;15,243;15,271;30,509;15,274;38,302;53,817;31,158;31,363;78,235;99,716;30,572;76,429;53,411;15,229;7,621;7,635;38,136;61,097;130,228;146,075;109,051;78,407;125,176;92,046;0;0;0;0;0;0;0;0;0;0;0;0;7,824;0;0;0;0;30,458;15,243;15,271;22,882;30,548;15,321;30,753;23,368;39,203;39,118;30,682
Arambaré;4300851;0;0;25,58199028;154,6391753;51,54639175;103,6537963;25,94706798;0;26,21919245;105,5687516;78,28810021;101,8070756;101,9627836;128,3038235;0;0;0;0;0;0;0;0;52,4383849;26,39218791;26,0960334;25,4517689;25,4906959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;941,476;1253,197;1560,501;1829,897;2989,691;2332,21;2490,919;1774,067;1940,22;1900,238;2687,891;2188,852;1631,405;3233,256;0;0;0;0;0;0;0;0;0;0;0;25,452;0;25,661;0;102,302;51,164;25,773;0;0;25,947;26,089;52,438;26,392;104,384;127,259;50,981;76,982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25,913;0;0;0;0;0;0;0;0;0;0;76,746;77,32;128,866;207,308;51,894;52,178;52,438;79,177;26,096;76,355;50,981;128,304;0;0;0;0;0;25,913;25,947;78,268;0;52,784;78,288;0;25,491;0;25,445;25,575;51,164;25,773;128,866;285,048;129,735;26,089;104,877;26,392;78,288;203,614;203,926;76,982;0;0;0;0;0;0;0;0;0;0;0;25,452;0;0;0;0;51,164;25,773;77,32;155,481;25,947;52,178;104,877;79,177;26,096;25,452;127,453;102,643
Araricá;4300877;305,5947344;365,7142857;66,87472136;130,9186123;63,65372374;62,13753107;60,4716791;197,1997634;96,5623793;57,57052389;259,2112572;199,3114695;250,1340004;315,6233561;47,01457452;0;156,0410165;196,3779184;21,21790791;62,13753107;40,31445273;98,59988168;19,31247586;57,57052389;129,6056286;54,35767349;107,2002859;140,2770472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;564,175;1577,143;780,205;938,25;976,024;1449,876;987,704;670,479;560,062;575,705;685,058;905,961;839,736;526,039;0;0;0;0;0;0;20,157;0;0;19,19;0;18,119;0;17,535;0;45,714;0;43,64;0;20,713;120,943;19,72;38,625;19,19;74,06;36,238;89,334;17,535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,19;0;0;17,867;17,535;23,507;114,286;44,583;109,099;63,654;207,125;141,101;19,72;115,875;38,38;55,545;90,596;196,534;87,673;0;0;22,292;0;0;0;0;19,72;19,312;57,571;18,515;0;17,867;17,535;23,507;91,429;66,875;0;21,218;62,138;80,629;0;57,937;19,19;74,06;90,596;53,6;122,742;0;0;0;0;0;0;0;0;0;0;37,03;0;0;17,535;0;0;0;43,64;21,218;41,425;20,157;39,44;38,625;19,19;18,515;36,238;142,934;140,277
Aratiba;4300901;14,05481377;28,21670429;0;0;0;0;29,18429885;29,49852507;14,88981537;14,42377037;0;0;0;29,87303958;0;0;0;0;0;0;0;0;0;0;0;14,36162574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;899,508;648,984;383,087;371,535;631,639;376,866;525,317;427,729;327,576;403,866;448,495;502,657;399,054;522,778;0;0;0;0;0;0;43,776;0;0;14,424;28,935;0;0;0;28,11;28,217;0;28,58;43,066;72,474;43,776;14,749;29,78;57,695;43,403;57,447;14,78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,29;0;0;14,592;0;0;0;0;0;0;0;42,164;112,867;42,565;28,58;43,066;0;43,776;0;14,89;28,848;0;28,723;118,238;29,873;0;14,108;0;14,29;0;0;0;14,749;0;0;0;0;0;0;0;0;0;0;0;0;0;14,749;0;0;14,468;14,362;0;14,937;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,108;42,565;42,869;0;43,485;0;14,749;44,669;14,424;28,935;28,723;88,679;104,556
Arroio do Meio;4301008;68,43455945;73,30138145;66,79654884;170,5076728;97,85267736;123,5230934;69,06077348;78,83119613;72,63294423;46,44681839;151,7373932;80,52340211;70,36236619;126,3669502;5,702879954;22,55427122;22,26551628;11,00049502;10,87251971;10,74113856;31,87420314;42,0433046;31,12840467;30,9645456;5,057913105;5,032712632;0;4,860267315;0;0;0;0;0;0;0;0;0;0;5,057913105;0;0;0;1397,206;1809,98;1258,002;1314,559;1609,133;1256,713;1413,09;1271,81;1239,948;1099,241;1026,756;1217,916;990,099;933,171;5,703;16,916;11,133;5,5;5,436;0;5,312;0;5,188;5,161;5,058;10,065;10,052;14,581;62,732;84,579;100,195;44,002;70,671;59,076;31,874;42,043;67,445;46,447;60,695;70,458;60,311;106,926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,703;0;0;0;0;5,371;0;0;0;0;0;0;5,026;4,86;239,521;107,133;61,23;99,004;92,416;139,635;116,872;68,32;67,445;103,215;111,274;125,818;165,854;155,529;5,703;5,639;5,566;11;0;10,741;31,874;21,022;10,376;25,804;15,174;5,033;25,129;14,581;28,514;16,916;55,664;27,501;43,49;75,188;74,373;42,043;93,385;72,251;60,695;130,851;130,673;257,594;0;0;0;0;0;0;0;0;5,188;0;10,116;5,033;5,026;4,86;0;5,639;27,832;22,001;59,799;48,335;5,312;26,277;36,316;10,322;40,463;35,229;30,155;14,581
Arroio do Padre;4301073;0;0;0;37,20238095;0;0;0;35,8037952;0;0;0;0;0;110,1321586;0;0;0;0;0;0;0;35,8037952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75,643;263,753;297,619;294,985;182,149;179,533;143,215;179,211;291,545;332,349;530,504;338,855;110,132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147,493;0;35,907;0;35,842;36,443;0;0;37,651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35,842;0;36,928;75,786;0;36,711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,679;0;0;36,43;35,907;0;0;0;0;0;0;36,711
Arroio do Sal;4301057;154,8520303;412,6774513;221,9403932;350,6632109;234,5009527;282,6455625;340,5066739;222,7755209;164,1828745;344,0226072;542,2340041;385,7393337;328,7236454;477,0164788;17,20578114;0;0;45,73867968;0;14,13227812;27,24053391;39,31332722;12,62945188;49,14608674;24,09928907;23,37814144;34,00589436;54,20641804;0;0;0;0;0;14,13227812;0;0;0;0;0;0;0;0;5918,789;7114,559;8021,56;8050,008;7914,407;6317,128;7913,375;8360,634;4483,455;4865,463;4205,326;4523,67;5338,925;4911,101;17,206;33,014;15,853;0;29,313;14,132;13,62;0;0;24,573;0;46,756;11,335;43,365;120,44;363,156;142,676;198,201;395,72;113,058;286,026;340,716;138,924;110,579;253,043;198,714;113,353;184,302;0;0;0;0;0;0;0;0;0;0;12,05;0;0;0;0;0;15,853;0;29,313;28,265;13,62;0;0;0;0;35,067;0;0;275,292;445,692;221,94;243,94;146,563;240,249;299,646;380,029;366,254;208,871;180,745;198,714;170,029;86,73;34,412;66,028;47,559;60,985;117,25;84,794;81,722;52,418;101,036;49,146;120,496;163,647;124,688;108,413;172,058;181,578;396,322;182,955;146,563;155,455;286,026;196,567;239,96;61,433;253,043;116,891;396,735;260,191;17,206;0;0;0;0;14,132;13,62;0;0;0;24,099;11,689;22,671;0;0;0;31,706;106,724;87,938;70,661;68,101;52,418;101,036;61,433;36,149;116,891;102,018;97,572
Arroio dos Ratos;4301107;140,1490005;139,5212219;205,2334531;116,907789;152,8384279;210,4346564;310,8733372;237,8549805;165,3130166;144,2065037;94,07337723;186,2997994;113,6928871;162,085976;36,88131593;0;29,31906472;7,306736811;14,55604076;29,02546985;7,229612493;0;21,56256738;43,26195111;28,94565453;0;28,42322177;21,14164905;0;0;0;0;0;0;0;0;7,187522461;0;0;0;0;7,04721635;1630,154;1777,06;1825,112;2235,861;2081,514;1893,912;2270,098;2018,163;1221,879;1175,283;890,079;601,892;1087,188;810,43;22,129;7,343;0;14,613;0;0;14,459;14,415;0;0;0;21,496;7,106;7,047;29,505;51,403;43,979;58,454;36,39;43,538;28,918;79,285;28,75;14,421;21,709;50,158;42,635;42,283;0;0;0;0;0;0;0;0;0;0;0;0;7,106;0;0;0;0;7,307;0;7,256;0;0;0;0;0;0;14,212;7,047;154,902;132,178;139,266;87,681;94,614;65,307;43,378;36,039;43,125;7,21;28,946;42,992;63,952;21,142;7,376;36,716;29,319;36,534;29,112;7,256;28,918;21,623;71,875;57,683;137,492;57,323;71,058;84,567;7,376;0;51,308;21,92;29,112;50,795;14,459;28,831;28,75;14,421;28,946;64,488;63,952;42,283;0;0;0;7,307;0;0;7,23;0;0;0;7,236;0;0;7,047;0;0;102,617;138,828;123,726;116,102;108,444;108,116;57,5;50,472;50,655;64,488;35,529;42,283
Arroio do Tigre;4301206;56,00448036;15,86671956;55,13547574;54,82026784;31,13325031;46,61642452;30,98613371;38,76570011;15,50507791;86,32190222;31,42183818;31,9795331;71,14624506;78,74635798;0;0;0;7,831466834;0;0;0;0;0;7,847445656;0;15,98976655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1360,109;1277,271;1378,387;1621,114;980,697;1072,178;1301,418;907,117;976,82;1012,32;722,702;775,504;1043,478;1378,061;0;7,933;7,876;15,663;15,567;15,539;0;23,259;0;39,237;7,855;7,995;7,905;0;128,01;103,134;31,506;7,831;0;31,078;46,479;31,013;46,515;54,932;23,566;87,944;15,81;47,248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,747;0;0;0;0;0;0;0;48,004;63,467;118,147;109,641;334,682;155,388;116,198;100,791;77,525;117,712;78,555;111,928;79,051;133,869;8,001;0;7,876;0;0;0;0;7,753;7,753;15,695;7,855;23,985;15,81;47,248;8,001;0;7,876;7,831;0;7,769;0;15,506;7,753;7,847;15,711;0;0;23,624;0;0;0;0;0;0;15,493;0;0;0;7,855;0;0;0;0;0;86,641;109,641;38,917;85,463;100,705;62,025;46,515;78,474;149,254;127,918;158,103;125,994
Arroio Grande;4301305;20,66329166;98,13035843;36,16262851;62,09573092;83,08235538;36,37308392;31,25488358;68,02009209;63,05832895;42,33252196;42,49442261;58,91489476;26,98763966;48,48354253;0;0;0;5,174644243;5,192647212;0;5,209147263;0;10,50972149;0;0;0;5,397527932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1115,818;1895,465;1312,187;1309,185;1448,749;1278,254;1328,333;1580,159;1229,637;1169,436;977,372;1017,621;1225,239;1411,41;10,332;15,494;20,664;0;0;5,196;0;0;5,255;15,875;5,312;0;0;5,387;20,663;15,494;25,83;10,349;0;15,588;26,046;15,697;21,019;15,875;10,624;10,712;26,988;37,709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,465;0;5,292;0;5,356;0;0;77,487;92,966;108,488;98,318;140,201;129,904;72,928;104,646;73,568;79,373;148,73;128,542;70,168;48,484;0;15,494;15,498;5,175;25,963;10,392;15,627;15,697;42,039;95,248;26,559;171,389;80,963;37,709;15,497;10,33;5,166;20,699;15,578;15,588;5,209;41,859;36,784;105,831;84,989;203,524;118,746;59,258;0;0;0;0;0;0;0;0;0;0;5,312;5,356;5,398;5,387;0;0;25,83;62,096;51,926;31,177;41,673;26,162;26,274;52,916;74,365;91,05;70,168;43,096
Arvorezinha;4301404;67,06908115;172,1993686;181,1939729;209,2647199;75,90853022;104,2061387;123,246113;189,8253607;47,43382981;28,32058907;103,6757776;67,95456752;29,40311673;108,193174;0;9,566631589;9,53652489;0;0;18,94657067;9,480470231;9,491268033;9,486765961;18,88039271;18,85014138;0;0;9,83574309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1264,731;1224,529;1058,554;1074,86;664,2;871,542;1222,981;901,67;787,402;830,737;735,156;747,5;823,287;1180,289;0;9,567;28,61;38,048;9,489;9,473;0;0;18,974;18,88;0;9,708;39,204;0;47,906;57,4;28,61;57,072;18,977;18,947;37,922;47,456;56,921;28,321;47,125;77,662;49,005;68,85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,708;0;0;76,65;47,833;114,438;19,024;66,42;66,313;66,363;75,93;66,407;56,641;216,777;145,617;58,806;49,179;0;9,567;38,146;0;0;9,473;0;37,965;0;47,201;28,275;29,123;107,811;29,507;9,581;0;28,61;19,024;9,489;18,947;9,48;28,474;28,46;28,321;28,275;29,123;78,408;39,343;19,163;0;0;0;9,489;0;0;0;9,487;28,321;0;0;9,801;19,671;0;0;152,584;133,168;123,351;56,84;56,883;56,948;75,894;169,924;65,975;67,955;245,026;108,193
Augusto Pestana;4301503;38,74467261;26,00442075;39,24133421;26,38174383;106,3829787;26,80246583;27,04895862;27,24424465;13,75515818;14,04889014;14,46131598;14,21464108;56,25879044;41,06776181;12,91489087;0;0;0;0;0;0;0;0;14,04889014;0;0;0;0;0;0;0;0;13,29787234;0;0;0;0;0;0;0;0;0;749,064;1248,212;1085,677;1213,56;691,489;817,475;879,091;681,106;770,289;519,809;1026,753;597,015;773,558;711,841;0;13,002;0;0;0;0;0;0;0;0;0;0;0;0;38,745;13,002;39,241;13,191;53,191;13,401;27,049;40,866;55,021;56,196;28,923;56,859;14,065;41,068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,401;13,524;0;13,755;0;0;0;0;0;77,489;156,027;130,804;52,763;93,085;107,21;40,573;27,244;110,041;140,489;101,229;85,288;112,518;95,825;0;0;0;0;0;13,401;13,524;0;0;0;0;0;0;0;12,915;0;26,161;0;0;13,401;40,573;13,622;13,755;28,098;0;28,429;28,129;0;0;0;0;0;0;0;13,524;0;0;0;0;0;0;0;0;0;52,322;52,763;53,191;26,802;40,573;13,622;27,51;28,098;14,461;28,429;84,388;0
Áurea;4301552;25,62131694;25,67394095;0;0;52,04267499;26,18486515;0;26,42706131;0;26,5674814;0;0;26,40612622;80,81896552;0;0;0;0;0;0;0;0;0;0;0;26,52519894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;486,805;359,435;489,691;336,788;780,64;392,773;341,566;449,26;716,941;451,647;162,734;875,332;844,996;727,371;0;0;0;0;0;0;0;0;0;26,567;0;26,525;0;0;25,621;51,348;0;0;78,064;0;26,274;0;0;0;0;0;0;80,819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25,621;25,674;25,773;51,813;26,021;26,185;26,274;0;0;26,567;27,122;0;132,031;26,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51,546;0;52,043;52,37;26,274;52,854;106,213;0;0;26,525;0;0
